Tensao [V];Corrente [A]
-1,65;8,277435E-11
-1,6;9,391763E-11
-1,55;1,040925E-10
-1,5;1,130622E-10
-1,45;1,168692E-10
-1,4;1,249399E-10
-1,35;1,401788E-10
-1,3;1,534409E-10
-1,25;1,650746E-10
-1,2;1,785982E-10
-1,15;2,066543E-10
-1,1;2,435717E-10
-1,05;2,956919E-10
-1;3,655348E-10
-0,95;4,721392E-10
-0,9;6,069466E-10
-0,85;8,048209E-10
-0,8;1,066369E-09
-0,75;1,433593E-09
-0,7;1,871048E-09
-0,65;2,555342E-09
-0,6;3,164674E-09
-0,55;3,991156E-09
-0,5;5,150822E-09
-0,45;6,636971E-09
-0,4;8,319696E-09
-0,35;1,003669E-08
-0,3;1,192319E-08
-0,25;1,444577E-08
-0,2;1,68579E-08
-0,15;1,881159E-08
-0,1;2,238537E-08
-0,05;2,520105E-08
0;2,848423E-08
0,05;3,065241E-08
0,1;3,250806E-08
0,15;3,454678E-08
0,2;3,814712E-08
0,25;3,990177E-08
0,3;4,208313E-08
0,35;4,472534E-08
0,4;4,709388E-08
0,45;4,802551E-08
0,5;4,963912E-08
0,55;5,272375E-08
0,6;5,668383E-08
0,65;5,698501E-08
0,7;5,73644E-08
0,75;5,856927E-08
0,8;6,251646E-08
0,85;6,566157E-08
0,9;6,607525E-08
0,95;6,842338E-08
1;7,002089E-08
1,05;7,16326E-08
1,1;7,282652E-08
1,15;7,407765E-08
1,2;7,638634E-08
1,25;7,526898E-08
1,3;7,821696E-08
1,35;7,823825E-08
1,4;8,235475E-08
1,45;8,226934E-08
1,5;8,144517E-08
1,55;8,359189E-08
1,6;8,670013E-08
1,65;8,86177E-08
1,7;8,893461E-08
1,75;8,885208E-08
1,8;8,865361E-08
1,85;9,369515E-08
1,9;9,329887E-08
1,95;9,211928E-08
2;9,349668E-08
2,05;9,36588E-08
2,1;9,373376E-08
2,15;9,612474E-08
2,2;9,653757E-08
2,25;9,76931E-08
2,3;9,848948E-08
2,35;9,60258E-08
2,4;1,004716E-07
2,45;1,010418E-07
2,5;1,016021E-07
2,55;1,020924E-07
2,6;1,013449E-07
2,65;1,024371E-07
2,7;1,036385E-07
2,75;1,051958E-07
2,8;1,051801E-07
2,85;1,080201E-07
2,9;1,066819E-07
2,95;1,079017E-07
3;1,068991E-07
3,05;1,090392E-07
3,1;1,099455E-07
3,15;1,082792E-07
3,2;1,10617E-07
3,25;1,117219E-07
3,3;1,107127E-07
3,35;1,10441E-07
3,4;1,118651E-07
3,45;1,140453E-07
3,5;1,143098E-07
3,55;1,129596E-07
3,6;1,139334E-07
3,65;1,147948E-07
3,7;1,181884E-07
3,75;1,190508E-07
3,8;1,191611E-07
3,85;1,163483E-07
3,9;1,175992E-07
3,95;1,177274E-07
4;1,191108E-07
4,05;1,194804E-07
4,1;1,220999E-07
4,15;1,171542E-07
4,2;1,21136E-07
4,25;1,20653E-07
4,3;1,258794E-07
4,35;1,227992E-07
4,4;1,196811E-07
4,45;1,208141E-07
4,5;1,253329E-07
4,55;1,267957E-07
4,6;1,240257E-07
4,65;1,258722E-07
4,7;1,287275E-07
4,75;1,260035E-07
4,8;1,259855E-07
4,85;1,269181E-07
4,9;1,253357E-07
4,95;1,266383E-07
5;1,285768E-07
5,05;1,31429E-07
5,1;1,28636E-07
5,15;1,25733E-07
5,2;1,296906E-07
5,25;1,286996E-07
5,3;1,327837E-07
5,35;1,319373E-07
5,4;1,30702E-07
5,45;1,292468E-07
5,5;1,323581E-07
5,55;1,346174E-07
5,6;1,292403E-07
5,65;1,346926E-07
5,7;1,341633E-07
5,75;1,351252E-07
5,8;1,320785E-07
5,85;1,385111E-07
5,9;1,394982E-07
5,95;1,319061E-07
6;1,305171E-07
6,05;1,337422E-07
6,1;1,373675E-07
6,15;1,391779E-07
6,2;1,351328E-07
6,25;1,324927E-07
6,3;1,393331E-07
6,35;1,368605E-07
6,4;1,401415E-07
6,45;1,374244E-07
6,5;1,390301E-07
6,55;1,388146E-07
6,6;1,407447E-07
6,65;1,375723E-07
6,7;1,412322E-07
6,75;1,406982E-07
6,8;1,398265E-07
6,85;1,407227E-07
6,9;1,408033E-07
6,95;1,416526E-07
7;1,412252E-07
7,05;1,404251E-07
7,1;1,439198E-07
7,15;1,402772E-07
7,2;1,390247E-07
7,25;1,421004E-07
7,3;1,418973E-07
7,35;1,424163E-07
7,4;1,397456E-07
7,45;1,446706E-07
7,5;1,431491E-07
7,55;1,439191E-07
7,6;1,425992E-07
7,65;1,418443E-07
7,7;1,475853E-07
7,75;1,482403E-07
7,8;1,422237E-07
7,85;1,447746E-07
7,9;1,43945E-07
7,95;1,449231E-07
8;1,437953E-07
8,05;1,486636E-07
8,1;1,508243E-07
8,15;1,46055E-07
8,2;1,423464E-07
8,25;1,5053E-07
8,3;1,495975E-07
8,35;1,459538E-07
8,4;1,497581E-07
8,45;1,458867E-07
8,5;1,472263E-07
8,55;1,46853E-07
8,6;1,447488E-07
8,65;1,4887E-07
8,7;1,562888E-07
8,75;1,56822E-07
8,8;1,470383E-07
8,85;1,474403E-07
8,9;1,522939E-07
8,95;1,525535E-07
9;1,502734E-07
9,05;1,497861E-07
9,1;1,522009E-07
9,15;1,541671E-07
9,2;1,470386E-07
9,25;1,497084E-07
9,3;1,502205E-07
9,35;1,557399E-07
9,4;1,495855E-07
9,45;1,518641E-07
9,5;1,483194E-07
9,55;1,565585E-07
9,6;1,564691E-07
9,65;1,582222E-07
9,7;1,524252E-07
9,75;1,546886E-07
9,8;1,551213E-07
9,85;1,563613E-07
9,9;1,540861E-07
9,95;1,599795E-07
10;1,614372E-07
