Tensao [V];Corrente [A]
0,15;7,418858E-08
0,2;7,911108E-08
0,25;8,398408E-08
0,3;8,869984E-08
0,35;9,334254E-08
0,4;1,003595E-07
0,45;1,039581E-07
0,5;1,068682E-07
0,55;1,110242E-07
0,6;1,149516E-07
0,65;1,19637E-07
0,7;1,23533E-07
0,75;1,283782E-07
0,8;1,312448E-07
0,85;1,356288E-07
0,9;1,39209E-07
0,95;1,425805E-07
1;1,462101E-07
1,05;1,497735E-07
1,1;1,534971E-07
1,15;1,566037E-07
1,2;1,596287E-07
1,25;1,624448E-07
1,3;1,655779E-07
1,35;1,681086E-07
1,4;1,709225E-07
1,45;1,769655E-07
1,5;1,791618E-07
1,55;1,805032E-07
1,6;1,82099E-07
1,65;1,831025E-07
1,7;1,852249E-07
1,75;1,872342E-07
1,8;1,892058E-07
1,85;1,912729E-07
1,9;1,933775E-07
1,95;1,952755E-07
2;1,971176E-07
2,05;1,987395E-07
2,1;2,00894E-07
2,15;2,026659E-07
2,2;2,043658E-07
2,25;2,066402E-07
2,3;2,074684E-07
2,35;2,09098E-07
2,4;2,109018E-07
2,45;2,1257E-07
2,5;2,138419E-07
2,55;2,167557E-07
2,6;2,175017E-07
2,65;2,20586E-07
2,7;2,201652E-07
2,75;2,231475E-07
2,8;2,273781E-07
2,85;2,266965E-07
2,9;2,269561E-07
2,95;2,275769E-07
3;2,316225E-07
3,05;2,299947E-07
3,1;2,305129E-07
3,15;2,31318E-07
3,2;2,324049E-07
3,25;2,333355E-07
3,3;2,344546E-07
3,35;2,355947E-07
3,4;2,370097E-07
3,45;2,383234E-07
3,5;2,394883E-07
3,55;2,403606E-07
3,6;2,415058E-07
3,65;2,424678E-07
3,7;2,434522E-07
3,75;2,441909E-07
3,8;2,464975E-07
3,85;2,467989E-07
3,9;2,476044E-07
3,95;2,486407E-07
4;2,495178E-07
4,05;2,507513E-07
4,1;2,551843E-07
4,15;2,531107E-07
4,2;2,536689E-07
4,25;2,547606E-07
4,3;2,573884E-07
4,35;2,587472E-07
4,4;2,582491E-07
4,45;2,604858E-07
4,5;2,601276E-07
4,55;2,62712E-07
4,6;2,628685E-07
4,65;2,628052E-07
4,7;2,647245E-07
4,75;2,657489E-07
4,8;2,66762E-07
4,85;2,672006E-07
4,9;2,678313E-07
4,95;2,690082E-07
5;2,700821E-07
5,05;2,705878E-07
5,1;2,716121E-07
5,15;2,774106E-07
5,2;2,776967E-07
5,25;2,770108E-07
5,3;2,767586E-07
5,35;2,763915E-07
5,4;2,761023E-07
5,45;2,76853E-07
5,5;2,773468E-07
5,55;2,782919E-07
5,6;2,790474E-07
5,65;2,800256E-07
5,7;2,804121E-07
5,75;2,810574E-07
5,8;2,819992E-07
5,85;2,828581E-07
5,9;2,837319E-07
5,95;2,847192E-07
6;2,849771E-07
6,05;2,85638E-07
6,1;2,86252E-07
6,15;2,869797E-07
6,2;2,880449E-07
6,25;2,938351E-07
6,3;2,921923E-07
6,35;2,917308E-07
6,4;2,914234E-07
6,45;2,922308E-07
6,5;2,91914E-07
6,55;2,91766E-07
6,6;2,926476E-07
6,65;2,933412E-07
6,7;2,973588E-07
6,75;2,977137E-07
6,8;2,957962E-07
6,85;2,960743E-07
6,9;2,976758E-07
6,95;2,969324E-07
7;2,982149E-07
7,05;2,983003E-07
7,1;2,990026E-07
7,15;2,995648E-07
7,2;2,999647E-07
7,25;3,009487E-07
7,3;3,010616E-07
7,35;3,017559E-07
7,4;3,025012E-07
7,45;3,031082E-07
7,5;3,104763E-07
7,55;3,092914E-07
7,6;3,066826E-07
7,65;3,071833E-07
7,7;3,064562E-07
7,75;3,069524E-07
7,8;3,070395E-07
7,85;3,07477E-07
7,9;3,077102E-07
7,95;3,081618E-07
8;3,085427E-07
8,05;3,092427E-07
8,1;3,099172E-07
8,15;3,107811E-07
8,2;3,108079E-07
8,25;3,115854E-07
8,3;3,123762E-07
8,35;3,129838E-07
8,4;3,131752E-07
8,45;3,139802E-07
8,5;3,138717E-07
8,55;3,159352E-07
8,6;3,150826E-07
8,65;3,151967E-07
8,7;3,161913E-07
8,75;3,204747E-07
8,8;3,166547E-07
8,85;3,164066E-07
8,9;3,172161E-07
8,95;3,186097E-07
9;3,180772E-07
9,05;3,180777E-07
9,1;3,193943E-07
9,15;3,201071E-07
9,2;3,199566E-07
9,25;3,205216E-07
9,3;3,213595E-07
9,35;3,225212E-07
9,4;3,218888E-07
9,45;3,231549E-07
9,5;3,28927E-07
9,55;3,273991E-07
9,6;3,264326E-07
9,65;3,258167E-07
9,7;3,255291E-07
9,75;3,275064E-07
9,8;3,269056E-07
9,85;3,264894E-07
9,9;3,269679E-07
9,95;3,272748E-07
10;3,274601E-07
