Tensao [V];Corrente [A]
7,2;3,80742E-07
7,25;3,817186E-07
7,3;3,820937E-07
7,35;3,835292E-07
7,4;3,835044E-07
7,45;3,913545E-07
7,5;3,857016E-07
7,55;3,86057E-07
7,6;3,867036E-07
7,65;3,909991E-07
7,7;3,900657E-07
7,75;3,897671E-07
7,8;3,931486E-07
7,85;3,926372E-07
7,9;3,9231E-07
7,95;3,925205E-07
8;3,932437E-07
8,05;3,936019E-07
8,1;3,9431E-07
8,15;3,94922E-07
8,2;3,983112E-07
8,25;3,971859E-07
8,3;3,971044E-07
8,35;3,980168E-07
8,4;4,081969E-07
8,45;4,064356E-07
8,5;4,052331E-07
8,55;4,040253E-07
8,6;4,03317E-07
8,65;4,025827E-07
8,7;4,0305E-07
8,75;4,035149E-07
8,8;4,039805E-07
8,85;4,053312E-07
8,9;4,059781E-07
8,95;4,062095E-07
9;4,06923E-07
9,05;4,07087E-07
9,1;4,086345E-07
9,15;4,086124E-07
9,2;4,073974E-07
9,25;4,10204E-07
9,3;4,105491E-07
9,35;4,112175E-07
9,4;4,126156E-07
9,45;4,19366E-07
9,5;4,13537E-07
9,55;4,137406E-07
9,6;4,144613E-07
9,65;4,163579E-07
9,7;4,184396E-07
9,75;4,167355E-07
9,8;4,17397E-07
9,85;4,230719E-07
9,9;4,253151E-07
9,95;4,223343E-07
10;4,216651E-07
